Country,Year,Gender ratio,Education level,Percentage women
Benin,2005,0.51,Ratio of girls to boys in upper secondary education,7.2
Benin,2010,0.89,Ratio of girls to boys in primary education,10.8
Benin,2015,0.93,Ratio of girls to boys in primary education,8.4
Benin,2015,0.71,Ratio of girls to boys in secondary education,8.4
Benin,2015,0.5,Ratio of girls to boys in upper secondary education,8.4
Benin,2018,0.94,Ratio of girls to boys in primary education,7.2
Benin,2019,0.93,Ratio of girls to boys in primary education,7.2
Benin,2020,0.93,Ratio of girls to boys in primary education,7.2
Benin,2020,0.81,Ratio of girls to boys in secondary education,7.2
Benin,2020,0.65,Ratio of girls to boys in upper secondary education,7.2
Bhutan,2005,0.97,Ratio of girls to boys in primary education,9.3
Bhutan,2005,0.92,Ratio of girls to boys in secondary education,9.3
Bhutan,2005,0.69,Ratio of girls to boys in upper secondary education,9.3
Bhutan,2010,1.02,Ratio of girls to boys in primary education,8.5
Bhutan,2010,1.04,Ratio of girls to boys in secondary education,8.5
Bhutan,2010,0.91,Ratio of girls to boys in upper secondary education,8.5
Bhutan,2015,1.01,Ratio of girls to boys in primary education,8.5
Bhutan,2015,1.07,Ratio of girls to boys in secondary education,8.5
Bhutan,2015,0.98,Ratio of girls to boys in upper secondary education,8.5
Bhutan,2018,1.0,Ratio of girls to boys in primary education,8.5
Bhutan,2018,1.13,Ratio of girls to boys in secondary education,8.5
Bhutan,2018,1.06,Ratio of girls to boys in upper secondary education,8.5
Bhutan,2020,1.02,Ratio of girls to boys in primary education,14.9
Bolivia (Plurin. State of),2005,1.0,Ratio of girls to boys in primary education,19.2
Bolivia (Plurin. State of),2005,0.95,Ratio of girls to boys in secondary education,19.2
Bolivia (Plurin. State of),2005,0.95,Ratio of girls to boys in upper secondary education,19.2
Bolivia (Plurin. State of),2010,0.99,Ratio of girls to boys in primary education,22.3
Bolivia (Plurin. State of),2010,1.0,Ratio of girls to boys in secondary education,22.3
Bolivia (Plurin. State of),2010,1.01,Ratio of girls to boys in upper secondary education,22.3
Bolivia (Plurin. State of),2015,0.98,Ratio of girls to boys in primary education,53.1
Bolivia (Plurin. State of),2015,0.99,Ratio of girls to boys in secondary education,53.1
Bolivia (Plurin. State of),2015,1.0,Ratio of girls to boys in upper secondary education,53.1
Bolivia (Plurin. State of),2018,0.99,Ratio of girls to boys in primary education,53.1
Bolivia (Plurin. State of),2018,0.98,Ratio of girls to boys in secondary education,53.1
Bolivia (Plurin. State of),2018,1.0,Ratio of girls to boys in upper secondary education,53.1
Bolivia (Plurin. State of),2019,0.99,Ratio of girls to boys in primary education,53.1
Bolivia (Plurin. State of),2019,0.98,Ratio of girls to boys in secondary education,53.1
Bolivia (Plurin. State of),2019,1.01,Ratio of girls to boys in upper secondary education,53.1
Bosnia and Herzegovina,2019,1.04,Ratio of girls to boys in upper secondary education,21.4
Bosnia and Herzegovina,2020,1.04,Ratio of girls to boys in upper secondary education,21.4
Botswana,2005,0.99,Ratio of girls to boys in primary education,11.1
Botswana,2005,1.03,Ratio of girls to boys in secondary education,11.1
Botswana,2005,0.97,Ratio of girls to boys in upper secondary education,11.1
Botswana,2015,0.98,Ratio of girls to boys in primary education,9.5
Brazil,2005,0.94,Ratio of girls to boys in primary education,8.6
Brazil,2005,1.1,Ratio of girls to boys in secondary education,8.6
Brazil,2005,1.17,Ratio of girls to boys in upper secondary education,8.6
Brazil,2015,0.96,Ratio of girls to boys in primary education,9.0
Brazil,2015,1.06,Ratio of girls to boys in secondary education,9.0
Brazil,2015,1.17,Ratio of girls to boys in upper secondary education,9.0
Brazil,2018,0.97,Ratio of girls to boys in primary education,10.7
Brazil,2018,1.03,Ratio of girls to boys in secondary education,10.7
Brazil,2018,1.13,Ratio of girls to boys in upper secondary education,10.7
Brazil,2019,0.96,Ratio of girls to boys in primary education,15.0
Brazil,2019,1.05,Ratio of girls to boys in secondary education,15.0
Brazil,2019,1.13,Ratio of girls to boys in upper secondary education,15.0
Brunei Darussalam,2018,1.01,Ratio of girls to boys in primary education,9.1
Brunei Darussalam,2018,1.02,Ratio of girls to boys in secondary education,9.1
Brunei Darussalam,2018,1.04,Ratio of girls to boys in upper secondary education,9.1
Brunei Darussalam,2019,1.01,Ratio of girls to boys in primary education,9.1
Brunei Darussalam,2019,1.03,Ratio of girls to boys in secondary education,9.1
Brunei Darussalam,2019,1.05,Ratio of girls to boys in upper secondary education,9.1
Brunei Darussalam,2020,1.0,Ratio of girls to boys in primary education,9.1
Brunei Darussalam,2020,1.03,Ratio of girls to boys in secondary education,9.1
Brunei Darussalam,2020,1.05,Ratio of girls to boys in upper secondary education,9.1
Bulgaria,2005,0.99,Ratio of girls to boys in primary education,26.3
Bulgaria,2005,0.96,Ratio of girls to boys in secondary education,26.3
Bulgaria,2005,0.98,Ratio of girls to boys in upper secondary education,26.3
Bulgaria,2010,1.0,Ratio of girls to boys in primary education,20.8
Bulgaria,2010,0.96,Ratio of girls to boys in secondary education,20.8
Bulgaria,2010,0.97,Ratio of girls to boys in upper secondary education,20.8
Bulgaria,2015,0.99,Ratio of girls to boys in primary education,20.4
Bulgaria,2015,0.97,Ratio of girls to boys in secondary education,20.4
Bulgaria,2015,0.98,Ratio of girls to boys in upper secondary education,20.4
Bulgaria,2018,0.99,Ratio of girls to boys in primary education,23.8
Bulgaria,2018,0.97,Ratio of girls to boys in secondary education,23.8
Bulgaria,2018,0.96,Ratio of girls to boys in upper secondary education,23.8
Bulgaria,2019,0.99,Ratio of girls to boys in primary education,25.8
Bulgaria,2019,0.98,Ratio of girls to boys in secondary education,25.8
Bulgaria,2019,0.98,Ratio of girls to boys in upper secondary education,25.8
Burkina Faso,2005,0.8,Ratio of girls to boys in primary education,11.7
Burkina Faso,2005,0.71,Ratio of girls to boys in secondary education,11.7
Burkina Faso,2005,0.6,Ratio of girls to boys in upper secondary education,11.7
Burkina Faso,2010,0.91,Ratio of girls to boys in primary education,15.3
Burkina Faso,2010,0.76,Ratio of girls to boys in secondary education,15.3
Burkina Faso,2010,0.61,Ratio of girls to boys in upper secondary education,15.3
Burkina Faso,2015,0.97,Ratio of girls to boys in primary education,13.3
Burkina Faso,2015,0.92,Ratio of girls to boys in secondary education,13.3
Burkina Faso,2015,0.66,Ratio of girls to boys in upper secondary education,13.3
Burkina Faso,2018,0.98,Ratio of girls to boys in primary education,11.0
Burkina Faso,2018,1.0,Ratio of girls to boys in secondary education,11.0
Burkina Faso,2018,0.72,Ratio of girls to boys in upper secondary education,11.0
Burkina Faso,2019,0.99,Ratio of girls to boys in primary education,13.4
Burkina Faso,2019,1.03,Ratio of girls to boys in secondary education,13.4
Burkina Faso,2019,0.79,Ratio of girls to boys in upper secondary education,13.4
Burkina Faso,2020,1.01,Ratio of girls to boys in primary education,13.4
Burkina Faso,2020,1.06,Ratio of girls to boys in secondary education,13.4
Burkina Faso,2020,0.83,Ratio of girls to boys in upper secondary education,13.4
Burundi,2005,0.86,Ratio of girls to boys in primary education,18.4
Burundi,2005,0.74,Ratio of girls to boys in secondary education,18.4
Burundi,2005,0.66,Ratio of girls to boys in upper secondary education,18.4
Burundi,2010,0.99,Ratio of girls to boys in primary education,31.4
Burundi,2010,0.72,Ratio of girls to boys in secondary education,31.4
Burundi,2010,0.59,Ratio of girls to boys in upper secondary education,31.4
Burundi,2015,1.03,Ratio of girls to boys in primary education,30.5
Burundi,2015,0.94,Ratio of girls to boys in secondary education,30.5
Burundi,2015,0.74,Ratio of girls to boys in upper secondary education,30.5
Burundi,2018,1.01,Ratio of girls to boys in primary education,36.4
Burundi,2018,1.11,Ratio of girls to boys in secondary education,36.4
Burundi,2018,0.96,Ratio of girls to boys in upper secondary education,36.4
Burundi,2019,1.01,Ratio of girls to boys in primary education,36.4
Burundi,2019,1.15,Ratio of girls to boys in secondary education,36.4
Burundi,2019,1.02,Ratio of girls to boys in upper secondary education,36.4
Cabo Verde,2005,0.96,Ratio of girls to boys in primary education,11.1
Cabo Verde,2005,1.13,Ratio of girls to boys in secondary education,11.1
Cabo Verde,2005,1.14,Ratio of girls to boys in upper secondary education,11.1
Cabo Verde,2010,0.93,Ratio of girls to boys in primary education,18.1
Cabo Verde,2010,1.19,Ratio of girls to boys in secondary education,18.1
Cabo Verde,2010,1.32,Ratio of girls to boys in upper secondary education,18.1
Cabo Verde,2015,0.93,Ratio of girls to boys in primary education,20.8
Cabo Verde,2015,1.12,Ratio of girls to boys in secondary education,20.8
Cabo Verde,2015,1.28,Ratio of girls to boys in upper secondary education,20.8
Cabo Verde,2018,0.93,Ratio of girls to boys in primary education,23.6
Cabo Verde,2018,1.1,Ratio of girls to boys in secondary education,23.6
Cabo Verde,2018,1.27,Ratio of girls to boys in upper secondary education,23.6
Cabo Verde,2019,0.94,Ratio of girls to boys in primary education,23.6
Cabo Verde,2019,1.09,Ratio of girls to boys in secondary education,23.6
Cabo Verde,2019,1.24,Ratio of girls to boys in upper secondary education,23.6
Cambodia,2005,0.93,Ratio of girls to boys in primary education,9.8
Cambodia,2010,0.94,Ratio of girls to boys in primary education,21.1
Cambodia,2015,0.99,Ratio of girls to boys in primary education,20.3
Cambodia,2018,0.98,Ratio of girls to boys in primary education,20.3
Cambodia,2019,0.97,Ratio of girls to boys in primary education,20.0
Cambodia,2020,0.97,Ratio of girls to boys in primary education,20.0
Cambodia,2020,1.08,Ratio of girls to boys in secondary education,20.0
Cambodia,2020,0.99,Ratio of girls to boys in upper secondary education,20.0
Cameroon,2005,0.84,Ratio of girls to boys in primary education,8.9
Cameroon,2005,0.79,Ratio of girls to boys in secondary education,8.9
Cameroon,2005,0.77,Ratio of girls to boys in upper secondary education,8.9
Cameroon,2010,0.86,Ratio of girls to boys in primary education,13.9
Cameroon,2015,0.9,Ratio of girls to boys in primary education,31.1
Cameroon,2015,0.86,Ratio of girls to boys in secondary education,31.1
Cameroon,2015,0.81,Ratio of girls to boys in upper secondary education,31.1
Cameroon,2018,0.9,Ratio of girls to boys in primary education,31.1
Cameroon,2019,0.9,Ratio of girls to boys in primary education,31.1
Cameroon,2020,0.87,Ratio of girls to boys in upper secondary education,31.1
Canada,2005,0.99,Ratio of girls to boys in primary education,21.1
Canada,2005,0.98,Ratio of girls to boys in secondary education,21.1
Canada,2005,0.98,Ratio of girls to boys in upper secondary education,21.1
Canada,2010,1.01,Ratio of girls to boys in primary education,22.1
Canada,2010,0.98,Ratio of girls to boys in secondary education,22.1
Canada,2010,0.97,Ratio of girls to boys in upper secondary education,22.1
Canada,2015,1.01,Ratio of girls to boys in primary education,25.2
Canada,2015,1.01,Ratio of girls to boys in secondary education,25.2
Canada,2015,1.01,Ratio of girls to boys in upper secondary education,25.2
Canada,2018,1.0,Ratio of girls to boys in primary education,27.0
Canada,2018,1.01,Ratio of girls to boys in secondary education,27.0
Canada,2018,1.01,Ratio of girls to boys in upper secondary education,27.0
Canada,2019,0.99,Ratio of girls to boys in primary education,26.9
Canada,2019,1.01,Ratio of girls to boys in secondary education,26.9
Canada,2019,1.01,Ratio of girls to boys in upper secondary education,26.9
Central African Republic,2010,0.73,Ratio of girls to boys in primary education,9.6
Chad,2005,0.68,Ratio of girls to boys in primary education,6.5
Chad,2005,0.35,Ratio of girls to boys in secondary education,6.5
Chad,2005,0.28,Ratio of girls to boys in upper secondary education,6.5
Chad,2010,0.73,Ratio of girls to boys in primary education,5.2
Chad,2010,0.42,Ratio of girls to boys in secondary education,5.2
Chad,2010,0.36,Ratio of girls to boys in upper secondary education,5.2
Chad,2015,0.77,Ratio of girls to boys in primary education,14.9
Chad,2015,0.45,Ratio of girls to boys in secondary education,14.9
Chad,2015,0.35,Ratio of girls to boys in upper secondary education,14.9
Chad,2018,0.78,Ratio of girls to boys in primary education,12.8
Chad,2018,0.52,Ratio of girls to boys in secondary education,12.8
Chad,2018,0.44,Ratio of girls to boys in upper secondary education,12.8
Chad,2019,0.78,Ratio of girls to boys in primary education,14.9
Chad,2019,0.53,Ratio of girls to boys in secondary education,14.9
Chad,2019,0.44,Ratio of girls to boys in upper secondary education,14.9
Chile,2005,0.96,Ratio of girls to boys in primary education,12.5
Chile,2005,1.01,Ratio of girls to boys in secondary education,12.5
Chile,2005,1.03,Ratio of girls to boys in upper secondary education,12.5
Chile,2010,0.97,Ratio of girls to boys in primary education,14.2
Chile,2010,1.03,Ratio of girls to boys in secondary education,14.2
Chile,2010,1.05,Ratio of girls to boys in upper secondary education,14.2
Chile,2015,0.97,Ratio of girls to boys in primary education,15.8
Chile,2015,1.01,Ratio of girls to boys in secondary education,15.8
Chile,2015,1.02,Ratio of girls to boys in upper secondary education,15.8
Chile,2019,0.97,Ratio of girls to boys in primary education,22.6
Chile,2019,0.99,Ratio of girls to boys in secondary education,22.6
Chile,2019,1.0,Ratio of girls to boys in upper secondary education,22.6
China,2010,0.98,Ratio of girls to boys in primary education,21.3
China,2010,1.0,Ratio of girls to boys in secondary education,21.3
China,2010,0.98,Ratio of girls to boys in upper secondary education,21.3
China,2015,1.0,Ratio of girls to boys in primary education,23.6
China,2015,1.05,Ratio of girls to boys in upper secondary education,23.6
China,2018,1.01,Ratio of girls to boys in primary education,24.2
China,2018,1.04,Ratio of girls to boys in upper secondary education,24.2
China,2019,1.01,Ratio of girls to boys in primary education,24.9
China,2019,1.04,Ratio of girls to boys in upper secondary education,24.9
China,2020,1.01,Ratio of girls to boys in primary education,24.9
China,2020,1.03,Ratio of girls to boys in upper secondary education,24.9
Colombia,2005,0.98,Ratio of girls to boys in primary education,12.0
Colombia,2005,1.11,Ratio of girls to boys in secondary education,12.0
Colombia,2005,1.19,Ratio of girls to boys in upper secondary education,12.0
Colombia,2010,0.98,Ratio of girls to boys in primary education,8.4
Colombia,2010,1.1,Ratio of girls to boys in secondary education,8.4
Colombia,2010,1.2,Ratio of girls to boys in upper secondary education,8.4
Colombia,2015,0.97,Ratio of girls to boys in primary education,19.9
Colombia,2015,1.07,Ratio of girls to boys in secondary education,19.9
Colombia,2015,1.18,Ratio of girls to boys in upper secondary education,19.9
Colombia,2018,0.97,Ratio of girls to boys in primary education,18.7
Colombia,2018,1.05,Ratio of girls to boys in secondary education,18.7
Colombia,2018,1.15,Ratio of girls to boys in upper secondary education,18.7
Colombia,2019,0.97,Ratio of girls to boys in primary education,18.7
Colombia,2019,1.05,Ratio of girls to boys in secondary education,18.7
Colombia,2019,1.14,Ratio of girls to boys in upper secondary education,18.7
Comoros,2018,1.0,Ratio of girls to boys in primary education,6.1
Comoros,2018,1.07,Ratio of girls to boys in secondary education,6.1
Comoros,2018,1.11,Ratio of girls to boys in upper secondary education,6.1
Congo,2005,0.93,Ratio of girls to boys in primary education,8.5
Congo,2010,0.95,Ratio of girls to boys in primary education,7.3
Congo,2018,0.97,Ratio of girls to boys in primary education,11.3
Costa Rica,2005,0.97,Ratio of girls to boys in primary education,35.1
Costa Rica,2005,1.04,Ratio of girls to boys in secondary education,35.1
Costa Rica,2005,1.14,Ratio of girls to boys in upper secondary education,35.1
Costa Rica,2010,0.98,Ratio of girls to boys in primary education,36.8
Costa Rica,2010,1.04,Ratio of girls to boys in secondary education,36.8
Costa Rica,2010,1.16,Ratio of girls to boys in upper secondary education,36.8
Costa Rica,2015,0.99,Ratio of girls to boys in primary education,33.3
Costa Rica,2015,1.04,Ratio of girls to boys in secondary education,33.3
Costa Rica,2015,1.18,Ratio of girls to boys in upper secondary education,33.3
Costa Rica,2018,1.01,Ratio of girls to boys in primary education,35.1
Costa Rica,2018,1.08,Ratio of girls to boys in secondary education,35.1
Costa Rica,2018,1.2,Ratio of girls to boys in upper secondary education,35.1
Costa Rica,2019,1.01,Ratio of girls to boys in primary education,45.6
Costa Rica,2019,1.08,Ratio of girls to boys in secondary education,45.6
Costa Rica,2019,1.17,Ratio of girls to boys in upper secondary education,45.6
Costa Rica,2020,1.02,Ratio of girls to boys in primary education,45.6
Costa Rica,2020,1.09,Ratio of girls to boys in secondary education,45.6
Costa Rica,2020,1.18,Ratio of girls to boys in upper secondary education,45.6
Côte d’Ivoire,2015,0.88,Ratio of girls to boys in primary education,9.2
Côte d’Ivoire,2015,0.7,Ratio of girls to boys in secondary education,9.2
Côte d’Ivoire,2015,0.66,Ratio of girls to boys in upper secondary education,9.2
Côte d’Ivoire,2018,0.93,Ratio of girls to boys in primary education,10.6
Côte d’Ivoire,2018,0.77,Ratio of girls to boys in secondary education,10.6
Côte d’Ivoire,2018,0.7,Ratio of girls to boys in upper secondary education,10.6
Côte d’Ivoire,2019,0.94,Ratio of girls to boys in primary education,11.0
Côte d’Ivoire,2019,0.79,Ratio of girls to boys in secondary education,11.0
Côte d’Ivoire,2019,0.71,Ratio of girls to boys in upper secondary education,11.0
Côte d’Ivoire,2020,0.94,Ratio of girls to boys in primary education,12.0
Côte d’Ivoire,2020,0.83,Ratio of girls to boys in secondary education,12.0
Côte d’Ivoire,2020,0.75,Ratio of girls to boys in upper secondary education,12.0
Croatia,2005,1.0,Ratio of girls to boys in primary education,21.7
Croatia,2005,1.03,Ratio of girls to boys in secondary education,21.7
Croatia,2005,1.05,Ratio of girls to boys in upper secondary education,21.7
Croatia,2010,1.0,Ratio of girls to boys in primary education,23.5
Croatia,2010,1.07,Ratio of girls to boys in secondary education,23.5
Croatia,2010,1.12,Ratio of girls to boys in upper secondary education,23.5
Croatia,2015,1.0,Ratio of girls to boys in primary education,25.8
Croatia,2015,1.05,Ratio of girls to boys in secondary education,25.8
Croatia,2015,1.05,Ratio of girls to boys in upper secondary education,25.8
Croatia,2018,1.0,Ratio of girls to boys in primary education,18.5
Croatia,2018,1.05,Ratio of girls to boys in secondary education,18.5
Croatia,2018,1.05,Ratio of girls to boys in upper secondary education,18.5
Croatia,2019,1.01,Ratio of girls to boys in primary education,20.5
Croatia,2019,1.05,Ratio of girls to boys in secondary education,20.5
Croatia,2019,1.05,Ratio of girls to boys in upper secondary education,20.5
Cuba,2005,0.97,Ratio of girls to boys in primary education,36.0
Cuba,2005,1.02,Ratio of girls to boys in secondary education,36.0
Cuba,2005,1.06,Ratio of girls to boys in upper secondary education,36.0
Cuba,2010,0.98,Ratio of girls to boys in primary education,43.2
Cuba,2010,1.0,Ratio of girls to boys in secondary education,43.2
Cuba,2010,1.03,Ratio of girls to boys in upper secondary education,43.2
Cuba,2015,0.94,Ratio of girls to boys in primary education,48.9
Cuba,2015,1.02,Ratio of girls to boys in secondary education,48.9
Cuba,2015,1.11,Ratio of girls to boys in upper secondary education,48.9
Cuba,2018,0.96,Ratio of girls to boys in primary education,48.9
Cuba,2018,1.02,Ratio of girls to boys in secondary education,48.9
Cuba,2018,1.09,Ratio of girls to boys in upper secondary education,48.9
Cuba,2019,0.97,Ratio of girls to boys in primary education,53.2
Cuba,2019,1.01,Ratio of girls to boys in secondary education,53.2
Cuba,2019,1.08,Ratio of girls to boys in upper secondary education,53.2
Cuba,2020,0.97,Ratio of girls to boys in primary education,53.2
Cuba,2020,1.01,Ratio of girls to boys in secondary education,53.2
Cuba,2020,1.07,Ratio of girls to boys in upper secondary education,53.2
Cyprus,2005,1.0,Ratio of girls to boys in primary education,16.1
Cyprus,2005,1.02,Ratio of girls to boys in secondary education,16.1
Cyprus,2005,1.03,Ratio of girls to boys in upper secondary education,16.1
Cyprus,2010,1.0,Ratio of girls to boys in primary education,12.5
Cyprus,2010,1.01,Ratio of girls to boys in secondary education,12.5
Cyprus,2010,1.02,Ratio of girls to boys in upper secondary education,12.5
Cyprus,2015,1.0,Ratio of girls to boys in primary education,12.5
Cyprus,2015,0.99,Ratio of girls to boys in secondary education,12.5
Cyprus,2015,0.99,Ratio of girls to boys in upper secondary education,12.5
Cyprus,2018,0.99,Ratio of girls to boys in primary education,17.9
Cyprus,2018,0.98,Ratio of girls to boys in secondary education,17.9
Cyprus,2018,0.96,Ratio of girls to boys in upper secondary education,17.9
Cyprus,2019,0.99,Ratio of girls to boys in primary education,17.9
Cyprus,2019,0.97,Ratio of girls to boys in secondary education,17.9
Cyprus,2019,0.96,Ratio of girls to boys in upper secondary education,17.9
Czechia,2005,0.99,Ratio of girls to boys in primary education,17.0
Czechia,2005,1.02,Ratio of girls to boys in secondary education,17.0
Czechia,2005,1.03,Ratio of girls to boys in upper secondary education,17.0
Czechia,2010,1.0,Ratio of girls to boys in primary education,15.5
Czechia,2010,1.01,Ratio of girls to boys in secondary education,15.5
Czechia,2010,1.01,Ratio of girls to boys in upper secondary education,15.5
Czechia,2015,1.0,Ratio of girls to boys in primary education,19.0
Czechia,2015,1.01,Ratio of girls to boys in secondary education,19.0
Czechia,2015,1.02,Ratio of girls to boys in upper secondary education,19.0
Czechia,2018,1.01,Ratio of girls to boys in primary education,22.0
Czechia,2018,1.0,Ratio of girls to boys in secondary education,22.0
Czechia,2018,1.01,Ratio of girls to boys in upper secondary education,22.0
Czechia,2019,1.0,Ratio of girls to boys in primary education,22.5
Czechia,2019,1.01,Ratio of girls to boys in secondary education,22.5
Czechia,2019,1.02,Ratio of girls to boys in upper secondary education,22.5
Dem. People's Rep. Korea,2018,1.0,Ratio of girls to boys in primary education,16.3
Dem. People's Rep. Korea,2018,1.02,Ratio of girls to boys in upper secondary education,16.3
Dem. People's Rep. Korea,2015,1.01,Ratio of girls to boys in secondary education,16.3
Dem. People's Rep. Korea,2015,1.02,Ratio of girls to boys in upper secondary education,16.3
Dem. Rep. of the Congo,2010,0.87,Ratio of girls to boys in primary education,8.4
Dem. Rep. of the Congo,2010,0.58,Ratio of girls to boys in secondary education,8.4
Dem. Rep. of the Congo,2010,0.52,Ratio of girls to boys in upper secondary education,8.4
Dem. Rep. of the Congo,2015,0.99,Ratio of girls to boys in primary education,8.9
Dem. Rep. of the Congo,2015,0.64,Ratio of girls to boys in secondary education,8.9
Dem. Rep. of the Congo,2015,0.62,Ratio of girls to boys in upper secondary education,8.9
Dem. Rep. of the Congo,2018,0.94,Ratio of girls to boys in primary education,8.9
Denmark,2005,1.0,Ratio of girls to boys in primary education,38.0
Denmark,2005,1.04,Ratio of girls to boys in secondary education,38.0
Denmark,2005,1.05,Ratio of girls to boys in upper secondary education,38.0
Denmark,2010,1.0,Ratio of girls to boys in primary education,38.0
Denmark,2010,1.01,Ratio of girls to boys in secondary education,38.0
Denmark,2010,1.0,Ratio of girls to boys in upper secondary education,38.0
Denmark,2015,0.99,Ratio of girls to boys in primary education,38.0
Denmark,2015,1.05,Ratio of girls to boys in secondary education,38.0
Denmark,2015,1.08,Ratio of girls to boys in upper secondary education,38.0
Denmark,2018,1.0,Ratio of girls to boys in primary education,37.4
Denmark,2018,1.0,Ratio of girls to boys in secondary education,37.4
Denmark,2018,1.02,Ratio of girls to boys in upper secondary education,37.4
Denmark,2019,1.0,Ratio of girls to boys in primary education,37.4
Denmark,2019,0.99,Ratio of girls to boys in secondary education,37.4
Denmark,2019,1.01,Ratio of girls to boys in upper secondary education,37.4
Djibouti,2005,0.82,Ratio of girls to boys in primary education,10.8
Djibouti,2005,0.66,Ratio of girls to boys in secondary education,10.8
Djibouti,2005,0.63,Ratio of girls to boys in upper secondary education,10.8
Djibouti,2015,1.07,Ratio of girls to boys in primary education,12.7
Djibouti,2015,0.95,Ratio of girls to boys in secondary education,12.7
Djibouti,2015,0.89,Ratio of girls to boys in upper secondary education,12.7
Djibouti,2018,1.02,Ratio of girls to boys in primary education,10.8
Djibouti,2018,1.0,Ratio of girls to boys in secondary education,10.8
Djibouti,2018,0.99,Ratio of girls to boys in upper secondary education,10.8
Djibouti,2019,1.0,Ratio of girls to boys in primary education,26.2
Djibouti,2019,1.03,Ratio of girls to boys in secondary education,26.2
Djibouti,2019,0.99,Ratio of girls to boys in upper secondary education,26.2
Djibouti,2020,0.96,Ratio of girls to boys in primary education,26.2
Djibouti,2020,1.03,Ratio of girls to boys in secondary education,26.2
Djibouti,2020,1.01,Ratio of girls to boys in upper secondary education,26.2
Dominica,2005,1.0,Ratio of girls to boys in primary education,19.4
Dominica,2005,1.08,Ratio of girls to boys in secondary education,19.4
Dominica,2005,1.36,Ratio of girls to boys in upper secondary education,19.4
Dominica,2010,0.98,Ratio of girls to boys in primary education,14.3
Dominica,2010,1.09,Ratio of girls to boys in secondary education,14.3
Dominica,2010,1.38,Ratio of girls to boys in upper secondary education,14.3
Dominica,2015,0.98,Ratio of girls to boys in primary education,21.9
Dominica,2015,0.99,Ratio of girls to boys in secondary education,21.9
Dominica,2015,1.12,Ratio of girls to boys in upper secondary education,21.9
Dominica,2019,0.97,Ratio of girls to boys in primary education,25.0
Dominica,2019,1.02,Ratio of girls to boys in secondary education,25.0
Dominica,2019,1.2,Ratio of girls to boys in upper secondary education,25.0
Dominica,2020,0.93,Ratio of girls to boys in primary education,38.1
Dominica,2020,1.03,Ratio of girls to boys in secondary education,38.1
Dominica,2020,1.15,Ratio of girls to boys in upper secondary education,38.1
Dominican Republic,2005,0.95,Ratio of girls to boys in primary education,17.3
Dominican Republic,2005,1.19,Ratio of girls to boys in secondary education,17.3
Dominican Republic,2005,1.24,Ratio of girls to boys in upper secondary education,17.3
Dominican Republic,2010,0.88,Ratio of girls to boys in primary education,19.7
Dominican Republic,2010,1.12,Ratio of girls to boys in secondary education,19.7
Dominican Republic,2010,1.19,Ratio of girls to boys in upper secondary education,19.7
Dominican Republic,2015,0.91,Ratio of girls to boys in primary education,20.8
Dominican Republic,2015,1.1,Ratio of girls to boys in secondary education,20.8
Dominican Republic,2015,1.15,Ratio of girls to boys in upper secondary education,20.8
Dominican Republic,2018,0.94,Ratio of girls to boys in primary education,26.8
Dominican Republic,2018,1.08,Ratio of girls to boys in secondary education,26.8
Dominican Republic,2018,1.2,Ratio of girls to boys in upper secondary education,26.8
Dominican Republic,2019,0.95,Ratio of girls to boys in primary education,26.8
Dominican Republic,2019,1.09,Ratio of girls to boys in secondary education,26.8
Dominican Republic,2019,1.19,Ratio of girls to boys in upper secondary education,26.8
Dominican Republic,2020,0.96,Ratio of girls to boys in primary education,27.9
Dominican Republic,2020,1.09,Ratio of girls to boys in secondary education,27.9
Dominican Republic,2020,1.18,Ratio of girls to boys in upper secondary education,27.9
Ecuador,2005,1.0,Ratio of girls to boys in primary education,16.0
Ecuador,2005,1.01,Ratio of girls to boys in secondary education,16.0
Ecuador,2005,1.07,Ratio of girls to boys in upper secondary education,16.0
Ecuador,2010,1.0,Ratio of girls to boys in primary education,32.3
Ecuador,2010,1.05,Ratio of girls to boys in secondary education,32.3
Ecuador,2010,1.08,Ratio of girls to boys in upper secondary education,32.3
Ecuador,2015,1.0,Ratio of girls to boys in primary education,41.6
Ecuador,2015,1.04,Ratio of girls to boys in secondary education,41.6
Ecuador,2015,1.06,Ratio of girls to boys in upper secondary education,41.6
Ecuador,2018,1.02,Ratio of girls to boys in primary education,38.0
Ecuador,2018,1.03,Ratio of girls to boys in secondary education,38.0
Ecuador,2018,1.04,Ratio of girls to boys in upper secondary education,38.0
Ecuador,2019,1.02,Ratio of girls to boys in primary education,38.0
Ecuador,2019,1.03,Ratio of girls to boys in secondary education,38.0
Ecuador,2019,1.04,Ratio of girls to boys in upper secondary education,38.0
Ecuador,2020,1.02,Ratio of girls to boys in primary education,39.4
Ecuador,2020,1.02,Ratio of girls to boys in secondary education,39.4
Ecuador,2020,1.04,Ratio of girls to boys in upper secondary education,39.4
Egypt,2018,1.0,Ratio of girls to boys in primary education,14.9
Egypt,2018,0.99,Ratio of girls to boys in secondary education,14.9
Egypt,2018,0.97,Ratio of girls to boys in upper secondary education,14.9
Egypt,2019,1.01,Ratio of girls to boys in primary education,14.9
Egypt,2019,0.99,Ratio of girls to boys in secondary education,14.9
Egypt,2019,0.98,Ratio of girls to boys in upper secondary education,14.9
El Salvador,2005,0.97,Ratio of girls to boys in primary education,10.7
El Salvador,2005,1.0,Ratio of girls to boys in secondary education,10.7
