name,target type,desc,component id
Leukocyte tyrosine kinase receptor,SINGLE PROTEIN,Target is a single protein chain,3927
Putative cytochrome P450 125,SINGLE PROTEIN,Target is a single protein chain,3929
Uncharacterized protein Rv1284/MT1322,SINGLE PROTEIN,Target is a single protein chain,3931
Epoxide hydrolase 2,SINGLE PROTEIN,Target is a single protein chain,3979
Egl nine homolog 1,SINGLE PROTEIN,Target is a single protein chain,4019
NUAK family SNF1-like kinase 2,SINGLE PROTEIN,Target is a single protein chain,4020
Lysophosphatidic acid receptor 5,SINGLE PROTEIN,Target is a single protein chain,4022
Tyrosine-protein kinase Srms,SINGLE PROTEIN,Target is a single protein chain,4025
Elongation of very long chain fatty acids protein 6,SINGLE PROTEIN,Target is a single protein chain,4026
Type-2 restriction enzyme PstI,SINGLE PROTEIN,Target is a single protein chain,4035
Complement factor B,SINGLE PROTEIN,Target is a single protein chain,4087
"Fatty acid-binding protein, liver",SINGLE PROTEIN,Target is a single protein chain,4094
"Phospholipase A2, membrane associated",SINGLE PROTEIN,Target is a single protein chain,4145
C5a anaphylatoxin chemotactic receptor,SINGLE PROTEIN,Target is a single protein chain,4154
Beta-lactamase VIM-2,SINGLE PROTEIN,Target is a single protein chain,4211
Mu-type opioid receptor,SINGLE PROTEIN,Target is a single protein chain,4212
Gag-Pol polyprotein,SINGLE PROTEIN,Target is a single protein chain,4267
G protein-coupled receptor kinase 4,SINGLE PROTEIN,Target is a single protein chain,4321
Cell division protein kinase 5,SINGLE PROTEIN,Target is a single protein chain,4375
Serine/threonine-protein kinase PLK2,SINGLE PROTEIN,Target is a single protein chain,4433
Serine/threonine-protein kinase MST4,SINGLE PROTEIN,Target is a single protein chain,4436
Tyrosine aminotransferase,SINGLE PROTEIN,Target is a single protein chain,4442
Heat shock protein beta-1,SINGLE PROTEIN,Target is a single protein chain,4483
Protein max,SINGLE PROTEIN,Target is a single protein chain,5223
"Preprocathepsin c, putative",SINGLE PROTEIN,Target is a single protein chain,5227
Dual specificity protein phosphatase 5,SINGLE PROTEIN,Target is a single protein chain,5283
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,SINGLE PROTEIN,Target is a single protein chain,5469
"Solute carrier family 2, facilitated glucose transporter member 4",SINGLE PROTEIN,Target is a single protein chain,5477
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,SINGLE PROTEIN,Target is a single protein chain,5341
Axin-1,SINGLE PROTEIN,Target is a single protein chain,4809
Protein Wnt-2,SINGLE PROTEIN,Target is a single protein chain,5043
Heat shock protein SSA2,SINGLE PROTEIN,Target is a single protein chain,4816
Metallo-beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,5345
Beta-lactamase SHV-55,SINGLE PROTEIN,Target is a single protein chain,5346
Metallo-beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,5349
Protein Wnt,SINGLE PROTEIN,Target is a single protein chain,5350
Histamine H4 receptor,SINGLE PROTEIN,Target is a single protein chain,5398
Proline-rich AKT1 substrate 1,SINGLE PROTEIN,Target is a single protein chain,5399
Probable protein-cysteine N-palmitoyltransferase porcupine,SINGLE PROTEIN,Target is a single protein chain,5401
Cell division inhibitor sulA,SINGLE PROTEIN,Target is a single protein chain,5291
Beta-lactamase TEM-1,SINGLE PROTEIN,Target is a single protein chain,5296
Phosphotransferase pUL97,SINGLE PROTEIN,Target is a single protein chain,5304
Fructose-bisphosphate aldolase,SINGLE PROTEIN,Target is a single protein chain,5308
Beta-lactamase CTX-M-14,SINGLE PROTEIN,Target is a single protein chain,4836
"Carnitine O-palmitoyltransferase 1, liver isoform",SINGLE PROTEIN,Target is a single protein chain,4843
Chitinase,SINGLE PROTEIN,Target is a single protein chain,4845
Zn finger protein,SINGLE PROTEIN,Target is a single protein chain,5367
Nucleotide-binding oligomerization domain-containing protein 1,SINGLE PROTEIN,Target is a single protein chain,5139
Bloom syndrome protein,SINGLE PROTEIN,Target is a single protein chain,4893
Ion channel NompC,SINGLE PROTEIN,Target is a single protein chain,4922
Galactokinase,SINGLE PROTEIN,Target is a single protein chain,4930
M18 aspartyl aminopeptidase,SINGLE PROTEIN,Target is a single protein chain,4966
G-protein coupled receptor 35,SINGLE PROTEIN,Target is a single protein chain,4970
Eukaryotic translation initiation factor 4H,SINGLE PROTEIN,Target is a single protein chain,5195
Trans-activator protein BZLF1,SINGLE PROTEIN,Target is a single protein chain,5004
Endonuclease 4,SINGLE PROTEIN,Target is a single protein chain,5009
M17 leucyl aminopeptidase,SINGLE PROTEIN,Target is a single protein chain,5188
Relaxin receptor 1,SINGLE PROTEIN,Target is a single protein chain,5191
Muscleblind-like protein 1,SINGLE PROTEIN,Target is a single protein chain,5192
Shiga toxin 1 variant A subunit,SINGLE PROTEIN,Target is a single protein chain,5199
"Amiloride-sensitive cation channel 2, neuronal",SINGLE PROTEIN,Target is a single protein chain,4824
Chloride channel protein 2,SINGLE PROTEIN,Target is a single protein chain,4825
"Pyruvate carboxylase, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,4833
Aldehyde oxidase,SINGLE PROTEIN,Target is a single protein chain,5244
Lectin,SINGLE PROTEIN,Target is a single protein chain,5103
Uncharacterized protein,SINGLE PROTEIN,Target is a single protein chain,5107
Sucrase-isomaltase,SINGLE PROTEIN,Target is a single protein chain,5408
"D,D-dipeptidase",SINGLE PROTEIN,Target is a single protein chain,5412
Prolactin-releasing peptide receptor,SINGLE PROTEIN,Target is a single protein chain,4939
Cathepsin C,SINGLE PROTEIN,Target is a single protein chain,4953
Placenta growth factor,SINGLE PROTEIN,Target is a single protein chain,5246
"Mannosyl-oligosaccharide alpha-1,2-mannosidase isoform B",SINGLE PROTEIN,Target is a single protein chain,5248
Triggering receptor expressed on myeloid cells 1,SINGLE PROTEIN,Target is a single protein chain,5249
"Citrate synthase, peroxisomal",SINGLE PROTEIN,Target is a single protein chain,5215
Protein RecA,SINGLE PROTEIN,Target is a single protein chain,5216
Vacuolar aminopeptidase 1,SINGLE PROTEIN,Target is a single protein chain,5219
General amino acid permease AGP1,SINGLE PROTEIN,Target is a single protein chain,5328
Mitochondrial import inner membrane translocase subunit TIM10,SINGLE PROTEIN,Target is a single protein chain,5384
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",SINGLE PROTEIN,Target is a single protein chain,5391
Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,SINGLE PROTEIN,Target is a single protein chain,5435
Sentrin-specific protease 7,SINGLE PROTEIN,Target is a single protein chain,5436
Sentrin-specific protease 6,SINGLE PROTEIN,Target is a single protein chain,5479
UDP-glucuronosyltransferase 1-7,SINGLE PROTEIN,Target is a single protein chain,5487
Signal transducer and activator of transcription 3,SINGLE PROTEIN,Target is a single protein chain,5324
Steroidogenic factor 1,SINGLE PROTEIN,Target is a single protein chain,5376
Chromobox protein homolog 7,SINGLE PROTEIN,Target is a single protein chain,5379
"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1",SINGLE PROTEIN,Target is a single protein chain,4994
HSP90,SINGLE PROTEIN,Target is a single protein chain,5050
Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,SINGLE PROTEIN,Target is a single protein chain,4985
Rho-related GTP-binding protein RhoB,SINGLE PROTEIN,Target is a single protein chain,4987
Far upstream element-binding protein 2,SINGLE PROTEIN,Target is a single protein chain,4990
Histone-lysine N-methyltransferase SUV39H1,SINGLE PROTEIN,Target is a single protein chain,5677
"Interferon-induced, double-stranded RNA-activated protein kinase",SINGLE PROTEIN,Target is a single protein chain,5704
Elongation factor 1-alpha 2,SINGLE PROTEIN,Target is a single protein chain,5705
Interleukin-6,SINGLE PROTEIN,Target is a single protein chain,5726
Arachidonate 15-lipoxygenase,SINGLE PROTEIN,Target is a single protein chain,5632
Phospho-2-dehydro-3-deoxyheptonate aldolase,SINGLE PROTEIN,Target is a single protein chain,5639
Autoinducer 1 sensor kinase/phosphatase luxN,SINGLE PROTEIN,Target is a single protein chain,5564
Sterol regulatory element-binding protein 2,SINGLE PROTEIN,Target is a single protein chain,5567
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,SINGLE PROTEIN,Target is a single protein chain,5574
Cyclin-dependent kinase 10,SINGLE PROTEIN,Target is a single protein chain,5766
Serine/threonine-protein kinase WNK4,SINGLE PROTEIN,Target is a single protein chain,5537
Cytochrome P450 3A11,SINGLE PROTEIN,Target is a single protein chain,5580
Serine/threonine-protein kinase pknB,SINGLE PROTEIN,Target is a single protein chain,5560
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1,SINGLE PROTEIN,Target is a single protein chain,5679
Protein-arginine deiminase type-3,SINGLE PROTEIN,Target is a single protein chain,5686
Cytohesin-3,SINGLE PROTEIN,Target is a single protein chain,5599
Appetite-regulating hormone,SINGLE PROTEIN,Target is a single protein chain,5651
Protoporphyrinogen oxidase,SINGLE PROTEIN,Target is a single protein chain,5690
Ezrin,SINGLE PROTEIN,Target is a single protein chain,5723
Peroxisome proliferator-activated receptor delta,SINGLE PROTEIN,Target is a single protein chain,5743
Testosterone 17-beta-dehydrogenase 3,SINGLE PROTEIN,Target is a single protein chain,5744
"Probable thylakoidal processing peptidase 2, chloroplastic",SINGLE PROTEIN,Target is a single protein chain,5746
dTDP-4-dehydrorhamnose reductase,SINGLE PROTEIN,Target is a single protein chain,5777
Bifunctional protein GlmU,SINGLE PROTEIN,Target is a single protein chain,5659
Nuclear factor NF-kappa-B p105 subunit,SINGLE PROTEIN,Target is a single protein chain,5661
CASP8 and FADD-like apoptosis regulator,SINGLE PROTEIN,Target is a single protein chain,5775
Glycoprotein G,SINGLE PROTEIN,Target is a single protein chain,4581
Creatine kinase B-type,SINGLE PROTEIN,Target is a single protein chain,4583
Mitogen-activated protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,4585
DNA (cytosine-5)-methyltransferase 3B,SINGLE PROTEIN,Target is a single protein chain,4646
Virulence sensor histidine kinase phoQ,SINGLE PROTEIN,Target is a single protein chain,4647
Prostanoid EP3 receptor,SINGLE PROTEIN,Target is a single protein chain,3984
Neuraminidase,SINGLE PROTEIN,Target is a single protein chain,4537
V-type proton ATPase subunit B,SINGLE PROTEIN,Target is a single protein chain,4657
Polyamine oxidase,SINGLE PROTEIN,Target is a single protein chain,4659
Kinesin-like protein KIF3B,SINGLE PROTEIN,Target is a single protein chain,4660
Thymidylate synthase,SINGLE PROTEIN,Target is a single protein chain,4702
Poly [ADP-ribose] polymerase 4,SINGLE PROTEIN,Target is a single protein chain,4707
G protein-coupled receptor kinase 6,SINGLE PROTEIN,Target is a single protein chain,4709
Envelope glycoprotein gp160,SINGLE PROTEIN,Target is a single protein chain,4759
Serine/threonine-protein kinase Sgk3,SINGLE PROTEIN,Target is a single protein chain,4765
Strictosidine beta-glucosidase,SINGLE PROTEIN,Target is a single protein chain,4120
Chemoattractant receptor-homologous molecule expressed on Th2 cells,SINGLE PROTEIN,Target is a single protein chain,4157
Gil1,SINGLE PROTEIN,Target is a single protein chain,4162
Sterol O-acyltransferase 1,SINGLE PROTEIN,Target is a single protein chain,4165
Proteinase K,SINGLE PROTEIN,Target is a single protein chain,4169
Geranyltranstransferase,SINGLE PROTEIN,Target is a single protein chain,4224
SHV-5 extended spectrum beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,4227
Cysteine synthase,SINGLE PROTEIN,Target is a single protein chain,4234
Alpha-1-acid glycoprotein 2,SINGLE PROTEIN,Target is a single protein chain,4453
Alpha-1-antichymotrypsin,SINGLE PROTEIN,Target is a single protein chain,4455
"Solute carrier family 2, facilitated glucose transporter member 5",SINGLE PROTEIN,Target is a single protein chain,4335
Myeloid differentiation primary response protein MyD88,SINGLE PROTEIN,Target is a single protein chain,4393
Neuropeptide FF receptor 1,SINGLE PROTEIN,Target is a single protein chain,4446
Serine/threonine-protein kinase SIK3,SINGLE PROTEIN,Target is a single protein chain,4714
Voltage-dependent anion-selective channel protein 2,SINGLE PROTEIN,Target is a single protein chain,4769
CAAX prenyl protease 2,SINGLE PROTEIN,Target is a single protein chain,4680
Focal adhesion kinase 1,SINGLE PROTEIN,Target is a single protein chain,4681
Chorismate mutase-related protein,SINGLE PROTEIN,Target is a single protein chain,4600
C-X-C chemokine receptor type 2,SINGLE PROTEIN,Target is a single protein chain,4358
Aquaglyceroporin,SINGLE PROTEIN,Target is a single protein chain,4607
Lanosterol synthase,SINGLE PROTEIN,Target is a single protein chain,4402
Cell division protein ftsZ,SINGLE PROTEIN,Target is a single protein chain,4404
Catalase,SINGLE PROTEIN,Target is a single protein chain,4414
Cathepsin S,SINGLE PROTEIN,Target is a single protein chain,4415
G-protein coupled bile acid receptor 1,SINGLE PROTEIN,Target is a single protein chain,4460
Multidrug resistance protein 1,SINGLE PROTEIN,Target is a single protein chain,4466
NADPH oxidase 1,SINGLE PROTEIN,Target is a single protein chain,4506
Secreted frizzled-related protein 1,SINGLE PROTEIN,Target is a single protein chain,4516
Synaptosomal-associated protein 25,SINGLE PROTEIN,Target is a single protein chain,4518
Glucose-6-phosphate isomerase,SINGLE PROTEIN,Target is a single protein chain,4557
Large T antigen,SINGLE PROTEIN,Target is a single protein chain,4564
"Triosephosphate isomerase, glycosomal",SINGLE PROTEIN,Target is a single protein chain,4278
G protein-coupled receptor 44,SINGLE PROTEIN,Target is a single protein chain,4002
Pyruvate kinase isozymes R/L,SINGLE PROTEIN,Target is a single protein chain,4065
"Heat shock protein 75 kDa, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,4122
Ribosomal L1 domain-containing protein 1,SINGLE PROTEIN,Target is a single protein chain,4129
Bombesin receptor subtype-3,SINGLE PROTEIN,Target is a single protein chain,4130
Diacylglycerol kinase gamma,SINGLE PROTEIN,Target is a single protein chain,4239
5'-AMP-activated protein kinase catalytic subunit alpha-1,SINGLE PROTEIN,Target is a single protein chain,4243
DNA topoisomerase 1,SINGLE PROTEIN,Target is a single protein chain,4246
CD81 antigen,SINGLE PROTEIN,Target is a single protein chain,4300
Bcl-2-like protein 1,SINGLE PROTEIN,Target is a single protein chain,4302
CXC chemokine receptor 3,SINGLE PROTEIN,Target is a single protein chain,4346
Farnesyl pyrophosphate synthase,SINGLE PROTEIN,Target is a single protein chain,4397
Solute carrier family 12 member 5,SINGLE PROTEIN,Target is a single protein chain,3998
Multidrug resistance protein CDR2,SINGLE PROTEIN,Target is a single protein chain,5493
Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma,SINGLE PROTEIN,Target is a single protein chain,4785
Bifunctional dihydrofolate reductase-thymidylate synthase,SINGLE PROTEIN,Target is a single protein chain,5506
Prolyl 4-hydroxylase subunit alpha-1,SINGLE PROTEIN,Target is a single protein chain,5177
Sulfonylurea receptor 2,SINGLE PROTEIN,Target is a single protein chain,294
Voltage-gated T-type calcium channel alpha-1H subunit,SINGLE PROTEIN,Target is a single protein chain,167
Epidermal growth factor receptor erbB1,SINGLE PROTEIN,Target is a single protein chain,147
Beta-lactamase TEM,SINGLE PROTEIN,Target is a single protein chain,405
Antithrombin-III,SINGLE PROTEIN,Target is a single protein chain,273
D-alanylalanine synthetase,SINGLE PROTEIN,Target is a single protein chain,280
DNA topoisomerase I,SINGLE PROTEIN,Target is a single protein chain,72
DNA topoisomerase II alpha,SINGLE PROTEIN,Target is a single protein chain,100
Vitamin D receptor,SINGLE PROTEIN,Target is a single protein chain,300
Dopamine D2 receptor,SINGLE PROTEIN,Target is a single protein chain,129
DOPA decarboxylase,SINGLE PROTEIN,Target is a single protein chain,143
Luteinizing hormone/Choriogonadotropin receptor,SINGLE PROTEIN,Target is a single protein chain,161
Cyclooxygenase-1,SINGLE PROTEIN,Target is a single protein chain,162
Vasopressin V1a receptor,SINGLE PROTEIN,Target is a single protein chain,203
Kappa opioid receptor,SINGLE PROTEIN,Target is a single protein chain,177
Isoleucyl-tRNA synthetase,SINGLE PROTEIN,Target is a single protein chain,305
Vasopressin V1b receptor,SINGLE PROTEIN,Target is a single protein chain,237
Voltage-gated calcium channel alpha2/delta subunit 1,SINGLE PROTEIN,Target is a single protein chain,236
Thiazide-sensitive sodium-chloride cotransporter,SINGLE PROTEIN,Target is a single protein chain,192
Cytochrome b,SINGLE PROTEIN,Target is a single protein chain,67
Cysteinyl leukotriene receptor 1,SINGLE PROTEIN,Target is a single protein chain,89
Leukocyte adhesion glycoprotein LFA-1 alpha,SINGLE PROTEIN,Target is a single protein chain,97
TNF-beta,SINGLE PROTEIN,Target is a single protein chain,400
Penicillin-binding protein 1B,SINGLE PROTEIN,Target is a single protein chain,111
Ig epsilon chain C region,SINGLE PROTEIN,Target is a single protein chain,134
Adenosine A2a receptor,SINGLE PROTEIN,Target is a single protein chain,326
Cannabinoid CB2 receptor,SINGLE PROTEIN,Target is a single protein chain,104
Ornithine decarboxylase,SINGLE PROTEIN,Target is a single protein chain,182
Retinoid X receptor beta,SINGLE PROTEIN,Target is a single protein chain,183
Platelet activating factor receptor,SINGLE PROTEIN,Target is a single protein chain,3440
Thyrotropin-releasing hormone receptor,SINGLE PROTEIN,Target is a single protein chain,808
ADP-ribosyltransferase,SINGLE PROTEIN,Target is a single protein chain,500
Death-associated protein kinase 3,SINGLE PROTEIN,Target is a single protein chain,809
Dopamine D4 receptor,SINGLE PROTEIN,Target is a single protein chain,911
Transforming protein p21/H-Ras-1 ,SINGLE PROTEIN,Target is a single protein chain,508
Dihydrofolate reductase,SINGLE PROTEIN,Target is a single protein chain,670
5-lipoxygenase activating protein,SINGLE PROTEIN,Target is a single protein chain,2867
Folate receptor alpha,SINGLE PROTEIN,Target is a single protein chain,463
Alcohol sulfotransferase,SINGLE PROTEIN,Target is a single protein chain,414
Estrogen-related receptor alpha,SINGLE PROTEIN,Target is a single protein chain,1751
Glutathione S-transferase Mu 1,SINGLE PROTEIN,Target is a single protein chain,418
Vacuolar H(+)-ATPase,SINGLE PROTEIN,Target is a single protein chain,3116
Voltage-gated potassium channel subunit Kv7.2,SINGLE PROTEIN,Target is a single protein chain,1316
Carbonic anhydrase VI,SINGLE PROTEIN,Target is a single protein chain,1353
Caspase-2,SINGLE PROTEIN,Target is a single protein chain,3200
Galanin receptor 1,SINGLE PROTEIN,Target is a single protein chain,3210
Adenylate kinase 2,SINGLE PROTEIN,Target is a single protein chain,3251
Macrophage migration inhibitory factor,SINGLE PROTEIN,Target is a single protein chain,422
cAMP-dependent protein kinase beta-1 catalytic subunit,SINGLE PROTEIN,Target is a single protein chain,1248
Alcohol dehydrogenase alpha chain,SINGLE PROTEIN,Target is a single protein chain,3178
"Myosin light chain kinase, smooth muscle",SINGLE PROTEIN,Target is a single protein chain,769
Serine/threonine-protein kinase MST2,SINGLE PROTEIN,Target is a single protein chain,4962
11-beta-hydroxysteroid dehydrogenase 1,SINGLE PROTEIN,Target is a single protein chain,733
MHC class II,SINGLE PROTEIN,Target is a single protein chain,438
Matrix metalloproteinase 13,SINGLE PROTEIN,Target is a single protein chain,3257
Neuropeptide Y receptor type 1,SINGLE PROTEIN,Target is a single protein chain,922
Melatonin receptor 1B,SINGLE PROTEIN,Target is a single protein chain,2782
Glutathione S-transferase Mu 4 ,SINGLE PROTEIN,Target is a single protein chain,442
Cathepsin B ,SINGLE PROTEIN,Target is a single protein chain,2391
Small conductance calcium-activated potassium channel protein 2,SINGLE PROTEIN,Target is a single protein chain,2785
P2X purinoceptor 4,SINGLE PROTEIN,Target is a single protein chain,446
PI3-kinase p85-alpha subunit,SINGLE PROTEIN,Target is a single protein chain,846
Angiotensin-converting enzyme,SINGLE PROTEIN,Target is a single protein chain,2393
Beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,3099
Ecdysone receptor,SINGLE PROTEIN,Target is a single protein chain,1735
Neuropeptide Y receptor type 1,SINGLE PROTEIN,Target is a single protein chain,3094
Cannabinoid CB1 receptor,SINGLE PROTEIN,Target is a single protein chain,1891
Voltage-gated N-type calcium channel alpha-1B subunit,SINGLE PROTEIN,Target is a single protein chain,2795
Mu opioid receptor,SINGLE PROTEIN,Target is a single protein chain,2192
Myeloperoxidase,SINGLE PROTEIN,Target is a single protein chain,780
Serotonin 1b (5-HT1b) receptor,SINGLE PROTEIN,Target is a single protein chain,1780
Phospholipase A2 group IIA,SINGLE PROTEIN,Target is a single protein chain,1795
Phosphodiesterase 2A,SINGLE PROTEIN,Target is a single protein chain,1798
Serotonin 6 (5-HT6) receptor,SINGLE PROTEIN,Target is a single protein chain,1694
Acetylcholine receptor protein epsilon chain ,SINGLE PROTEIN,Target is a single protein chain,3274
Alpha-2a adrenergic receptor,SINGLE PROTEIN,Target is a single protein chain,3061
Diamine oxidase,SINGLE PROTEIN,Target is a single protein chain,460
Neuronal acetylcholine receptor protein alpha-4 subunit,SINGLE PROTEIN,Target is a single protein chain,46
Neuropeptide FF receptor 2,SINGLE PROTEIN,Target is a single protein chain,1747
Complement C1s,SINGLE PROTEIN,Target is a single protein chain,2234
Serine/threonine-protein kinase AKT2,SINGLE PROTEIN,Target is a single protein chain,772
Serine/threonine-protein kinase AKT3,SINGLE PROTEIN,Target is a single protein chain,3133
Atrial natriuretic peptide receptor B,SINGLE PROTEIN,Target is a single protein chain,498
Thiamine transporter 1,SINGLE PROTEIN,Target is a single protein chain,1406
Brain glycogen phosphorylase,SINGLE PROTEIN,Target is a single protein chain,2173
Corticotropin releasing factor receptor 1,SINGLE PROTEIN,Target is a single protein chain,2967
Tumor necrosis factor receptor R1,SINGLE PROTEIN,Target is a single protein chain,1701
Lysophosphatidic acid receptor Edg-2,SINGLE PROTEIN,Target is a single protein chain,2137
Prostatic acid phosphatase ,SINGLE PROTEIN,Target is a single protein chain,4998
Phospholipase D1,SINGLE PROTEIN,Target is a single protein chain,875
Ribosomal protein S6 kinase alpha 5,SINGLE PROTEIN,Target is a single protein chain,2556
Phenylalanyl-tRNA synthetase mitochondrial,SINGLE PROTEIN,Target is a single protein chain,850
Hypoxia-inducible factor prolyl hydroxylase 1,SINGLE PROTEIN,Target is a single protein chain,1356
Progesterone receptor,SINGLE PROTEIN,Target is a single protein chain,931
Adenylate kinase 4,SINGLE PROTEIN,Target is a single protein chain,3239
Vesicular acetylcholine transporter,SINGLE PROTEIN,Target is a single protein chain,467
P-selectin,SINGLE PROTEIN,Target is a single protein chain,796
Hepatic lipase,SINGLE PROTEIN,Target is a single protein chain,469
Human papillomavirus regulatory protein E2,SINGLE PROTEIN,Target is a single protein chain,2974
Lysyl oxidase,SINGLE PROTEIN,Target is a single protein chain,590
Neurokinin 3 receptor,SINGLE PROTEIN,Target is a single protein chain,2745
CaM kinase II beta,SINGLE PROTEIN,Target is a single protein chain,945
Dopamine transporter,SINGLE PROTEIN,Target is a single protein chain,1129
Pancreatic alpha-amylase,SINGLE PROTEIN,Target is a single protein chain,1035
Moloney murine leukaemia virus Pol protein,SINGLE PROTEIN,Target is a single protein chain,1883
T-cell surface antigen CD4,SINGLE PROTEIN,Target is a single protein chain,3993
Neurotensin receptor 2,SINGLE PROTEIN,Target is a single protein chain,853
Calcium sensing receptor,SINGLE PROTEIN,Target is a single protein chain,855
Cathepsin K,SINGLE PROTEIN,Target is a single protein chain,1387
Cannabinoid CB1 receptor,SINGLE PROTEIN,Target is a single protein chain,1364
Carboxypeptidase A1,SINGLE PROTEIN,Target is a single protein chain,425
Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,Target is a single protein chain,868
Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,Target is a single protein chain,2078
G2/mitotic-specific cyclin B1,SINGLE PROTEIN,Target is a single protein chain,22
P2X purinoceptor 2,SINGLE PROTEIN,Target is a single protein chain,870
P2X purinoceptor 6,SINGLE PROTEIN,Target is a single protein chain,464
Purinergic receptor P2Y1,SINGLE PROTEIN,Target is a single protein chain,838
Voltage-gated potassium channel subunit Kv1.2,SINGLE PROTEIN,Target is a single protein chain,423
Protein farnesyltransferase beta subunit,SINGLE PROTEIN,Target is a single protein chain,985
Serotonin 1a (5-HT1a) receptor,SINGLE PROTEIN,Target is a single protein chain,3093
Cytosolic phospholipase A2,SINGLE PROTEIN,Target is a single protein chain,2135
Phosphodiesterase 4B,SINGLE PROTEIN,Target is a single protein chain,2177
Serotonin 1e (5-HT1e) receptor,SINGLE PROTEIN,Target is a single protein chain,523
Serotonin 3a (5-HT3a) receptor,SINGLE PROTEIN,Target is a single protein chain,3284
Alpha-1a adrenergic receptor,SINGLE PROTEIN,Target is a single protein chain,3208
Beta amyloid A4 protein,SINGLE PROTEIN,Target is a single protein chain,828
Sialidase 2,SINGLE PROTEIN,Target is a single protein chain,1523
Angiotensin II type 2 (AT-2) receptor,SINGLE PROTEIN,Target is a single protein chain,2924
Monoamine oxidase A,SINGLE PROTEIN,Target is a single protein chain,1575
Potassium-transporting ATPase beta chain,SINGLE PROTEIN,Target is a single protein chain,3087
Prohormone convertase 2,SINGLE PROTEIN,Target is a single protein chain,774
Neutral alpha-glucosidase C ,SINGLE PROTEIN,Target is a single protein chain,859
Neuraminidase,SINGLE PROTEIN,Target is a single protein chain,1700
Phenylalanine-4-hydroxylase,SINGLE PROTEIN,Target is a single protein chain,1403
Inhibitor of nuclear factor kappa B kinase beta subunit,SINGLE PROTEIN,Target is a single protein chain,321
Cytochrome P450 19A1,SINGLE PROTEIN,Target is a single protein chain,2176
Fucosyltransferase 9,SINGLE PROTEIN,Target is a single protein chain,3297
Tubulin beta-5 chain,SINGLE PROTEIN,Target is a single protein chain,3737
Sphingosine 1-phosphate receptor Edg-6,SINGLE PROTEIN,Target is a single protein chain,1552
Protein tyrosine phosphatase receptor type C-associated protein,SINGLE PROTEIN,Target is a single protein chain,3124
Rho-associated protein kinase 1 ,SINGLE PROTEIN,Target is a single protein chain,1553
Kallikrein 8,SINGLE PROTEIN,Target is a single protein chain,3129
Peripheral-type benzodiazepine receptor,SINGLE PROTEIN,Target is a single protein chain,2869
Protein kinase N2,SINGLE PROTEIN,Target is a single protein chain,4957
Purinergic receptor P2Y11,SINGLE PROTEIN,Target is a single protein chain,3183
Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,Target is a single protein chain,1177
Protein kinase C mu,SINGLE PROTEIN,Target is a single protein chain,2181
Beta-chymotrypsin,SINGLE PROTEIN,Target is a single protein chain,3113
Tyrosine-protein kinase JAK1 ,SINGLE PROTEIN,Target is a single protein chain,1164
Vasopressin V2 receptor,SINGLE PROTEIN,Target is a single protein chain,2083
Selectin E,SINGLE PROTEIN,Target is a single protein chain,892
"Arachidonate 15-lipoxygenase, type II",SINGLE PROTEIN,Target is a single protein chain,798
Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,Target is a single protein chain,471
Prolyl endopeptidase,SINGLE PROTEIN,Target is a single protein chain,801
Casein kinase I epsilon,SINGLE PROTEIN,Target is a single protein chain,3250
Vascular endothelial growth factor receptor 1,SINGLE PROTEIN,Target is a single protein chain,181
Neurokinin 3 receptor,SINGLE PROTEIN,Target is a single protein chain,1479
Leukotriene B4 receptor 1,SINGLE PROTEIN,Target is a single protein chain,994
Melanocortin receptor 3,SINGLE PROTEIN,Target is a single protein chain,2962
Mevalonate kinase,SINGLE PROTEIN,Target is a single protein chain,2593
Dual specificity mitogen-activated protein kinase kinase 2,SINGLE PROTEIN,Target is a single protein chain,1295
Dual specificity mitogen-activated protein kinase kinase 4,SINGLE PROTEIN,Target is a single protein chain,1227
Carbonic anhydrase XIV,SINGLE PROTEIN,Target is a single protein chain,1831
Dihydroorotase,SINGLE PROTEIN,Target is a single protein chain,1420
Dopamine D1 receptor,SINGLE PROTEIN,Target is a single protein chain,1398
Dipeptidyl peptidase IV,SINGLE PROTEIN,Target is a single protein chain,2971
Aldehyde dehydrogenase 1A1,SINGLE PROTEIN,Target is a single protein chain,1897
