name,target type,desc,component id
Baculoviral IAP repeat-containing protein 2,SINGLE PROTEIN,Target is a single protein chain,3754
Acid ceramidase,SINGLE PROTEIN,Target is a single protein chain,3755
Receptor-interacting serine/threonine-protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,3756
Polycystin-2,SINGLE PROTEIN,Target is a single protein chain,3757
Activin receptor type-2B,SINGLE PROTEIN,Target is a single protein chain,3758
Bone morphogenetic protein receptor type-2,SINGLE PROTEIN,Target is a single protein chain,3759
Ras-specific guanine nucleotide-releasing factor 1,SINGLE PROTEIN,Target is a single protein chain,3760
Protein tyrosine kinase 2 beta,SINGLE PROTEIN,Target is a single protein chain,3761
Kinesin-like protein KIF22,SINGLE PROTEIN,Target is a single protein chain,3762
Nuclear receptor subfamily 1 group I member 3,SINGLE PROTEIN,Target is a single protein chain,3795
Galanin receptor 1,SINGLE PROTEIN,Target is a single protein chain,3796
Calcium-activated potassium channel subunit alpha-1,SINGLE PROTEIN,Target is a single protein chain,3797
Macrophage metalloelastase,SINGLE PROTEIN,Target is a single protein chain,3798
Proprotein convertase subtilisin/kexin type 6,SINGLE PROTEIN,Target is a single protein chain,3799
Dual specificity tyrosine-phosphorylation-regulated kinase 1A,SINGLE PROTEIN,Target is a single protein chain,3800
Rho-associated protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,3801
Mitogen-activated protein kinase 3,SINGLE PROTEIN,Target is a single protein chain,3802
Dual specificity protein phosphatase 6,SINGLE PROTEIN,Target is a single protein chain,3803
Tripeptidyl-peptidase 2,SINGLE PROTEIN,Target is a single protein chain,3804
Genome polyprotein,SINGLE PROTEIN,Target is a single protein chain,3827
Group IID secretory phospholipase A2,SINGLE PROTEIN,Target is a single protein chain,3828
Histone-arginine methyltransferase CARM1,SINGLE PROTEIN,Target is a single protein chain,3829
Penicillin-binding protein 2,SINGLE PROTEIN,Target is a single protein chain,3830
Penicillin-binding protein 1B,SINGLE PROTEIN,Target is a single protein chain,3831
Histone deacetylase,SINGLE PROTEIN,Target is a single protein chain,3832
DNA polymerase eta,SINGLE PROTEIN,Target is a single protein chain,3833
Dual specificity tyrosine-phosphorylation-regulated kinase 1B,SINGLE PROTEIN,Target is a single protein chain,3834
Kinesin-like protein KIF3A,SINGLE PROTEIN,Target is a single protein chain,3835
Sn1-specific diacylglycerol lipase alpha,SINGLE PROTEIN,Target is a single protein chain,3836
"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1",SINGLE PROTEIN,Target is a single protein chain,3857
Luciferin 4-monooxygenase,SINGLE PROTEIN,Target is a single protein chain,3858
Proto-oncogene tyrosine-protein kinase ROS,SINGLE PROTEIN,Target is a single protein chain,3859
Neuronal acetylcholine receptor subunit alpha-4,SINGLE PROTEIN,Target is a single protein chain,3860
Macrophage colony-stimulating factor 1 receptor,SINGLE PROTEIN,Target is a single protein chain,3861
Gastric inhibitory polypeptide,SINGLE PROTEIN,Target is a single protein chain,3862
Clostripain,SINGLE PROTEIN,Target is a single protein chain,3863
Intestinal alkaline phosphatase,SINGLE PROTEIN,Target is a single protein chain,3864
PCNA-associated factor,SINGLE PROTEIN,Target is a single protein chain,3865
Lysyl-tRNA synthetase,SINGLE PROTEIN,Target is a single protein chain,3866
Kinesin-like protein KIF14,SINGLE PROTEIN,Target is a single protein chain,3867
Sonic hedgehog protein,SINGLE PROTEIN,Target is a single protein chain,3891
Nuclear receptor subfamily 0 group B member 2,SINGLE PROTEIN,Target is a single protein chain,3892
Dual specificity testis-specific protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,3893
Mitogen-activated protein kinase kinase kinase 7-interacting protein 1,SINGLE PROTEIN,Target is a single protein chain,3894
Serine/threonine-protein kinase 11,SINGLE PROTEIN,Target is a single protein chain,3895
Rhodopsin kinase,SINGLE PROTEIN,Target is a single protein chain,3896
NT-3 growth factor receptor,SINGLE PROTEIN,Target is a single protein chain,3897
Bcl-2 homologous antagonist/killer,SINGLE PROTEIN,Target is a single protein chain,3898
Prostasin,SINGLE PROTEIN,Target is a single protein chain,3899
NAD(P)H dehydrogenase [quinone] 1,SINGLE PROTEIN,Target is a single protein chain,3900
Paxillin,SINGLE PROTEIN,Target is a single protein chain,3902
Non-lysosomal glucosylceramidase,SINGLE PROTEIN,Target is a single protein chain,3903
Serine/threonine-protein kinase MRCK gamma,SINGLE PROTEIN,Target is a single protein chain,3904
Beta-lactamase TEM-125,SINGLE PROTEIN,Target is a single protein chain,3352
Carbapenem-hydrolizing beta-lactamase SFC-1,SINGLE PROTEIN,Target is a single protein chain,3353
Endoplasmic reticulum aminopeptidase 2,SINGLE PROTEIN,Target is a single protein chain,3354
Serine/threonine-protein kinase Nek5,SINGLE PROTEIN,Target is a single protein chain,3355
Signal transducer and activator of transcription 1,SINGLE PROTEIN,Target is a single protein chain,3356
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,SINGLE PROTEIN,Target is a single protein chain,3357
Serine/threonine-protein kinase ULK3,SINGLE PROTEIN,Target is a single protein chain,3358
Neutral cholesterol ester hydrolase 1,SINGLE PROTEIN,Target is a single protein chain,3359
Ectonucleoside triphosphate diphosphohydrolase 2,SINGLE PROTEIN,Target is a single protein chain,3360
Matrix metalloproteinase-24,SINGLE PROTEIN,Target is a single protein chain,3361
Transient receptor potential cation channel subfamily V member 2,SINGLE PROTEIN,Target is a single protein chain,3362
Serine/threonine-protein kinase MRCK beta,SINGLE PROTEIN,Target is a single protein chain,3363
Endothelial lipase,SINGLE PROTEIN,Target is a single protein chain,3388
Interleukin-1 receptor-associated kinase 3,SINGLE PROTEIN,Target is a single protein chain,3389
Serine/threonine-protein kinase 24,SINGLE PROTEIN,Target is a single protein chain,3390
Poly [ADP-ribose] polymerase 3,SINGLE PROTEIN,Target is a single protein chain,3391
Casein kinase I isoform gamma-3,SINGLE PROTEIN,Target is a single protein chain,3392
Alpha-galactosidase,SINGLE PROTEIN,Target is a single protein chain,3393
"Thioredoxin reductase 2, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,3394
Fatty acid desaturase 2,SINGLE PROTEIN,Target is a single protein chain,3395
Fatty acid desaturase 2,SINGLE PROTEIN,Target is a single protein chain,3396
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,3397
Lanosterol 14-alpha demethylase,SINGLE PROTEIN,Target is a single protein chain,3398
1-deoxy-D-xylulose-5-phosphate synthase,SINGLE PROTEIN,Target is a single protein chain,3399
Pantothenate kinase,SINGLE PROTEIN,Target is a single protein chain,3400
Ribokinase,SINGLE PROTEIN,Target is a single protein chain,5115
Beta-lactamase SHV-1,SINGLE PROTEIN,Target is a single protein chain,3401
Wee1-like protein kinase 2,SINGLE PROTEIN,Target is a single protein chain,3402
Cell division protein ftsZ,SINGLE PROTEIN,Target is a single protein chain,3403
Quinolone resistance protein norA,SINGLE PROTEIN,Target is a single protein chain,3419
Glutamyl endopeptidase,SINGLE PROTEIN,Target is a single protein chain,3420
Putative uncharacterized serine/threonine-protein kinase SgK110,SINGLE PROTEIN,Target is a single protein chain,3421
Pneumolysin,SINGLE PROTEIN,Target is a single protein chain,3422
Replicase polyprotein 1ab,SINGLE PROTEIN,Target is a single protein chain,3423
Zinc finger protein GLI2,SINGLE PROTEIN,Target is a single protein chain,3424
Non-secretory ribonuclease,SINGLE PROTEIN,Target is a single protein chain,3425
Mitogen-activated protein kinase 6,SINGLE PROTEIN,Target is a single protein chain,3426
Discoidin domain-containing receptor 2,SINGLE PROTEIN,Target is a single protein chain,3427
Cdc2,SINGLE PROTEIN,Target is a single protein chain,3429
Acetyl-Coenzyme A carboxylase 2,SINGLE PROTEIN,Target is a single protein chain,3430
Trans-sialidase,SINGLE PROTEIN,Target is a single protein chain,3431
Pyruvate kinase,SINGLE PROTEIN,Target is a single protein chain,3453
Luciferin 4-monooxygenase,SINGLE PROTEIN,Target is a single protein chain,3454
"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",SINGLE PROTEIN,Target is a single protein chain,3455
Microsomal prostaglandin E synthase-1,SINGLE PROTEIN,Target is a single protein chain,3456
Carbapenem-hydrolyzing oxacillinase OXA-58,SINGLE PROTEIN,Target is a single protein chain,3457
Trypanothione reductase,SINGLE PROTEIN,Target is a single protein chain,3458
B1 bradykinin receptor,SINGLE PROTEIN,Target is a single protein chain,3459
Neutrophil elastase,SINGLE PROTEIN,Target is a single protein chain,3460
Carbapenem-hydrolyzing beta-lactamase SME-3,SINGLE PROTEIN,Target is a single protein chain,3461
Sodium channel protein type X alpha subunit,SINGLE PROTEIN,Target is a single protein chain,3462
DNA polymerase iota,SINGLE PROTEIN,Target is a single protein chain,3463
Transient receptor potential cation channel subfamily A member 1,SINGLE PROTEIN,Target is a single protein chain,3464
Niemann-Pick C1-like protein 1,SINGLE PROTEIN,Target is a single protein chain,3465
Neuropeptide S receptor,SINGLE PROTEIN,Target is a single protein chain,3466
Sn1-specific diacylglycerol lipase alpha,SINGLE PROTEIN,Target is a single protein chain,3482
Chitinase C1,SINGLE PROTEIN,Target is a single protein chain,3483
PROBABLE FATTY-ACID-CoA LIGASE FADD19 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE),SINGLE PROTEIN,Target is a single protein chain,3484
P2X purinoceptor 7,SINGLE PROTEIN,Target is a single protein chain,3485
Protein BAT5,SINGLE PROTEIN,Target is a single protein chain,3486
Glutamate racemase,SINGLE PROTEIN,Target is a single protein chain,3487
Heat shock protein SSA1,SINGLE PROTEIN,Target is a single protein chain,3488
Cathepsin B,SINGLE PROTEIN,Target is a single protein chain,3489
"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1",SINGLE PROTEIN,Target is a single protein chain,3490
Sialidase,SINGLE PROTEIN,Target is a single protein chain,3491
Voltage-gated potassium channel subunit Kv1.1,SINGLE PROTEIN,Target is a single protein chain,3492
T-cell-specific surface glycoprotein CD28,SINGLE PROTEIN,Target is a single protein chain,3493
Botulinum neurotoxin type A,SINGLE PROTEIN,Target is a single protein chain,3494
Heat shock 70 kDa protein,SINGLE PROTEIN,Target is a single protein chain,3495
"Solute carrier family 2, facilitated glucose transporter member 1",SINGLE PROTEIN,Target is a single protein chain,3514
"Solute carrier family 2, facilitated glucose transporter member 3",SINGLE PROTEIN,Target is a single protein chain,3515
Uridine 5'-monophosphate synthase,SINGLE PROTEIN,Target is a single protein chain,3516
Alpha-galactosidase,SINGLE PROTEIN,Target is a single protein chain,3517
Glutamine synthetase,SINGLE PROTEIN,Target is a single protein chain,3518
IMI-1,SINGLE PROTEIN,Target is a single protein chain,3519
"Farnesyltransferase, putative",SINGLE PROTEIN,Target is a single protein chain,3520
Nischarin,SINGLE PROTEIN,Target is a single protein chain,3521
Tyrosine-protein kinase ABL2,SINGLE PROTEIN,Target is a single protein chain,3522
"Farnesyltransferase, putative",SINGLE PROTEIN,Target is a single protein chain,3523
Prenyltransferase homolog,SINGLE PROTEIN,Target is a single protein chain,3524
Penicillin-binding protein 3,SINGLE PROTEIN,Target is a single protein chain,3525
Urotensin II receptor,SINGLE PROTEIN,Target is a single protein chain,3526
Hydroxysteroid 11-beta dehydrogenase 1,SINGLE PROTEIN,Target is a single protein chain,3527
"Pteridine reductase, putative",SINGLE PROTEIN,Target is a single protein chain,3528
Dihydrofolate reductase-thymidylate synthase,SINGLE PROTEIN,Target is a single protein chain,3529
DNA polymerase alpha subunit B,SINGLE PROTEIN,Target is a single protein chain,3557
Serine/threonine-protein kinase TNNI3K,SINGLE PROTEIN,Target is a single protein chain,3558
Serine/threonine-protein kinase TAO1,SINGLE PROTEIN,Target is a single protein chain,3559
Glucose-dependent insulinotropic receptor,SINGLE PROTEIN,Target is a single protein chain,3560
Glucose-dependent insulinotropic receptor,SINGLE PROTEIN,Target is a single protein chain,3561
Somatostatin receptor,SINGLE PROTEIN,Target is a single protein chain,3562
DNA topoisomerase 1,SINGLE PROTEIN,Target is a single protein chain,3563
G protein-regulated inducer of neurite outgrowth 1,SINGLE PROTEIN,Target is a single protein chain,3564
ADM2,SINGLE PROTEIN,Target is a single protein chain,3565
Sodium/hydrogen exchanger,SINGLE PROTEIN,Target is a single protein chain,3566
Solute carrier family 22 member 20,SINGLE PROTEIN,Target is a single protein chain,3567
Dihydrofolate reductase,SINGLE PROTEIN,Target is a single protein chain,3568
NH(3)-dependent NAD(+) synthetase,SINGLE PROTEIN,Target is a single protein chain,3569
Genome polyprotein,SINGLE PROTEIN,Target is a single protein chain,3593
Protease,SINGLE PROTEIN,Target is a single protein chain,3594
Glutamate racemase,SINGLE PROTEIN,Target is a single protein chain,3595
Histamine receptor H3,SINGLE PROTEIN,Target is a single protein chain,3596
DNA topoisomerase,SINGLE PROTEIN,Target is a single protein chain,3597
Niemann-Pick C1-like 1 protein,SINGLE PROTEIN,Target is a single protein chain,3598
Niemann-Pick C1-like 1 protein,SINGLE PROTEIN,Target is a single protein chain,3599
PER-2 beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,3600
Vitamin D3 receptor,SINGLE PROTEIN,Target is a single protein chain,3601
Beta-lactamase ACC-4,SINGLE PROTEIN,Target is a single protein chain,3602
Motilin receptor,SINGLE PROTEIN,Target is a single protein chain,3603
Growth hormone secretagogue receptor type 1,SINGLE PROTEIN,Target is a single protein chain,3604
Plasmid efflux fluoroquinolone,SINGLE PROTEIN,Target is a single protein chain,3605
CMT-type beta lactamase,SINGLE PROTEIN,Target is a single protein chain,3606
Botulinum neurotoxin type A,SINGLE PROTEIN,Target is a single protein chain,3640
DNA polymerase,SINGLE PROTEIN,Target is a single protein chain,3641
Tyrosinase,SINGLE PROTEIN,Target is a single protein chain,3642
Glucose-6-phosphate 1-dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,3643
Chitinase B,SINGLE PROTEIN,Target is a single protein chain,3644
High affinity immunoglobulin gamma Fc receptor I,SINGLE PROTEIN,Target is a single protein chain,3645
Bone morphogenetic protein 4,SINGLE PROTEIN,Target is a single protein chain,3646
Transcriptional activator protein luxR,SINGLE PROTEIN,Target is a single protein chain,3647
Protective antigen,SINGLE PROTEIN,Target is a single protein chain,3648
Acyl-CoA desaturase 1,SINGLE PROTEIN,Target is a single protein chain,3649
"Aldehyde dehydrogenase, cytosolic 1",SINGLE PROTEIN,Target is a single protein chain,3650
Lanosterol synthase,SINGLE PROTEIN,Target is a single protein chain,3651
Cycloartenol synthase,SINGLE PROTEIN,Target is a single protein chain,3652
Trypanothione reductase,SINGLE PROTEIN,Target is a single protein chain,3689
Meiotic mRNA stability protein kinase SSN3,SINGLE PROTEIN,Target is a single protein chain,3690
Calmodulin-sensitive adenylate cyclase,SINGLE PROTEIN,Target is a single protein chain,3691
Low molecular weight phosphotyrosine protein phosphatase,SINGLE PROTEIN,Target is a single protein chain,3692
Hepatocyte nuclear factor 4-alpha,SINGLE PROTEIN,Target is a single protein chain,3693
Pituitary adenylate cyclase-activating polypeptide type I receptor,SINGLE PROTEIN,Target is a single protein chain,3694
Aryl hydrocarbon receptor,SINGLE PROTEIN,Target is a single protein chain,3695
Signal transducer and activator of transcription 6,SINGLE PROTEIN,Target is a single protein chain,3696
Signal transducer and activator of transcription 3,SINGLE PROTEIN,Target is a single protein chain,3697
Signal transducer and activator of transcription 5A,SINGLE PROTEIN,Target is a single protein chain,3698
Serine/threonine-protein kinase tousled-like 2,SINGLE PROTEIN,Target is a single protein chain,3699
Serine/threonine-protein kinase 32C,SINGLE PROTEIN,Target is a single protein chain,3700
Histone-arginine methyltransferase CARM1,SINGLE PROTEIN,Target is a single protein chain,3701
Myosin light chain kinase family member 4,SINGLE PROTEIN,Target is a single protein chain,3720
Homeodomain-interacting protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,3721
Neutral cholesterol ester hydrolase 1,SINGLE PROTEIN,Target is a single protein chain,3722
Ribosomal protein S6 kinase beta-1,SINGLE PROTEIN,Target is a single protein chain,3723
Mu-opioid receptor,SINGLE PROTEIN,Target is a single protein chain,3724
Histidinol dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,3725
Mitogen-activated protein kinase kinase kinase kinase 3,SINGLE PROTEIN,Target is a single protein chain,3726
Tryptophan 5-hydroxylase 2,SINGLE PROTEIN,Target is a single protein chain,3727
Serine/threonine-protein kinase ULK2,SINGLE PROTEIN,Target is a single protein chain,3729
Squalene epoxidase,SINGLE PROTEIN,Target is a single protein chain,3730
Class A carbapenemase KPC-2,SINGLE PROTEIN,Target is a single protein chain,3731
IMP-19,SINGLE PROTEIN,Target is a single protein chain,3732
Beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,3733
Dehydrosqualene synthase,SINGLE PROTEIN,Target is a single protein chain,3734
Dihydrofolate reductase,SINGLE PROTEIN,Target is a single protein chain,3735
Beta-1 adrenergic receptor,SINGLE PROTEIN,Target is a single protein chain,3763
Aromatic peroxygenase,SINGLE PROTEIN,Target is a single protein chain,3764
DNA polymerase I,SINGLE PROTEIN,Target is a single protein chain,3765
Galectin-9,SINGLE PROTEIN,Target is a single protein chain,3766
Galectin-8,SINGLE PROTEIN,Target is a single protein chain,3767
Bone morphogenetic protein receptor type-1B,SINGLE PROTEIN,Target is a single protein chain,3768
Proteinase-activated receptor 3,SINGLE PROTEIN,Target is a single protein chain,3769
Na(+)/H(+) antiporter nhaA,SINGLE PROTEIN,Target is a single protein chain,3770
Hepatocyte growth factor,SINGLE PROTEIN,Target is a single protein chain,3771
Perforin-1,SINGLE PROTEIN,Target is a single protein chain,3772
"Phospholipase A2, membrane associated",SINGLE PROTEIN,Target is a single protein chain,3773
Beta-lactamase OXA-10,SINGLE PROTEIN,Target is a single protein chain,3774
Insulin receptor-related protein,SINGLE PROTEIN,Target is a single protein chain,3775
Glycylpeptide N-tetradecanoyltransferase,SINGLE PROTEIN,Target is a single protein chain,3776
D-amino-acid oxidase,SINGLE PROTEIN,Target is a single protein chain,3777
Insulin receptor,SINGLE PROTEIN,Target is a single protein chain,3778
Signal transducer and activator of transcription 5A,SINGLE PROTEIN,Target is a single protein chain,3805
Huntingtin,SINGLE PROTEIN,Target is a single protein chain,3806
Protein kinase C-like 1,SINGLE PROTEIN,Target is a single protein chain,3807
Monoacylglycerol lipase ABHD12,SINGLE PROTEIN,Target is a single protein chain,3808
Secreted frizzled-related protein 1,SINGLE PROTEIN,Target is a single protein chain,3809
Misshapen-like kinase 1,SINGLE PROTEIN,Target is a single protein chain,3810
Serine/threonine-protein kinase DCLK2,SINGLE PROTEIN,Target is a single protein chain,3811
Casein kinase I isoform alpha-like,SINGLE PROTEIN,Target is a single protein chain,3812
Sn1-specific diacylglycerol lipase beta,SINGLE PROTEIN,Target is a single protein chain,3813
Transient receptor potential cation channel subfamily V member 3,SINGLE PROTEIN,Target is a single protein chain,3814
Myosin IIIA,SINGLE PROTEIN,Target is a single protein chain,3837
Ankyrin repeat and protein kinase domain-containing protein 1,SINGLE PROTEIN,Target is a single protein chain,3838
Prokineticin receptor 2,SINGLE PROTEIN,Target is a single protein chain,3839
Tubulin--tyrosine ligase,SINGLE PROTEIN,Target is a single protein chain,3840
"Chaperone activity of bc1 complex-like, mitochondrial",SINGLE PROTEIN,Target is a single protein chain,3841
Sodium/nucleoside cotransporter 1,SINGLE PROTEIN,Target is a single protein chain,3842
Serine/threonine-protein kinase 25,SINGLE PROTEIN,Target is a single protein chain,3843
ATP-dependent RNA helicase DDX3X,SINGLE PROTEIN,Target is a single protein chain,3844
Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide,SINGLE PROTEIN,Target is a single protein chain,3845
Acyl-CoA desaturase,SINGLE PROTEIN,Target is a single protein chain,3846
C-X-C chemokine receptor type 4,SINGLE PROTEIN,Target is a single protein chain,3847
Potassium voltage-gated channel subfamily H member 2,SINGLE PROTEIN,Target is a single protein chain,3848
Galanin receptor 2,SINGLE PROTEIN,Target is a single protein chain,3868
Cyclin-dependent kinase 2-associated protein 1,SINGLE PROTEIN,Target is a single protein chain,3869
Citron Rho-interacting kinase,SINGLE PROTEIN,Target is a single protein chain,3870
Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,SINGLE PROTEIN,Target is a single protein chain,3871
Ras-related C3 botulinum toxin substrate 2,SINGLE PROTEIN,Target is a single protein chain,3872
Hormone-sensitive lipase,SINGLE PROTEIN,Target is a single protein chain,3873
Voltage-gated potassium channel subunit Kv1.4,SINGLE PROTEIN,Target is a single protein chain,3874
"Phospholipase A2, acidic",SINGLE PROTEIN,Target is a single protein chain,3875
Hepatocyte growth factor receptor,SINGLE PROTEIN,Target is a single protein chain,3876
Carbonyl reductase [NADPH] 1,SINGLE PROTEIN,Target is a single protein chain,3877
Cyclic AMP-responsive element-binding protein 1,SINGLE PROTEIN,Target is a single protein chain,3878
Prolactin receptor,SINGLE PROTEIN,Target is a single protein chain,3879
Cyclin-dependent protein kinase PHO85,SINGLE PROTEIN,Target is a single protein chain,3880
Integrin alpha-2,SINGLE PROTEIN,Target is a single protein chain,3310
Aldo-keto reductase family 1 member C4,SINGLE PROTEIN,Target is a single protein chain,3311
Prostanoid FP receptor,SINGLE PROTEIN,Target is a single protein chain,3312
Gastric inhibitory polypeptide receptor,SINGLE PROTEIN,Target is a single protein chain,3313
Nuclear receptor subfamily 4 group A member 2,SINGLE PROTEIN,Target is a single protein chain,3314
Serine/threonine-protein kinase CAK1,SINGLE PROTEIN,Target is a single protein chain,3315
Type-2 restriction enzyme HindIII,SINGLE PROTEIN,Target is a single protein chain,3316
Proto-oncogene C-crk,SINGLE PROTEIN,Target is a single protein chain,3317
G-protein coupled receptor 12,SINGLE PROTEIN,Target is a single protein chain,3318
Zinc finger protein GLI1,SINGLE PROTEIN,Target is a single protein chain,3319
Galectin-7,SINGLE PROTEIN,Target is a single protein chain,3320
Sphingosine-1-phosphate lyase 1,SINGLE PROTEIN,Target is a single protein chain,3321
Monoacylglycerol lipase ABHD6,SINGLE PROTEIN,Target is a single protein chain,3322
Transient receptor potential cation channel subfamily M member 8,SINGLE PROTEIN,Target is a single protein chain,3323
Beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,3324
CmeA,SINGLE PROTEIN,Target is a single protein chain,3325
Gonadotropin-releasing hormone receptor,SINGLE PROTEIN,Target is a single protein chain,3957
Purine nucleoside phosphorylase,SINGLE PROTEIN,Target is a single protein chain,3958
Prokineticin receptor 1,SINGLE PROTEIN,Target is a single protein chain,3959
BR serine/threonine-protein kinase 1,SINGLE PROTEIN,Target is a single protein chain,3960
Serine/threonine-protein kinase 35,SINGLE PROTEIN,Target is a single protein chain,3961
Glucose-dependent insulinotropic receptor,SINGLE PROTEIN,Target is a single protein chain,3962
Solute carrier family 22 member 6,SINGLE PROTEIN,Target is a single protein chain,3963
Myosin-IIIB,SINGLE PROTEIN,Target is a single protein chain,3964
Alpha-N-acetylgalactosaminidase,SINGLE PROTEIN,Target is a single protein chain,3965
Sn1-specific diacylglycerol lipase beta,SINGLE PROTEIN,Target is a single protein chain,3966
Histamine H4 receptor,SINGLE PROTEIN,Target is a single protein chain,3967
Prostaglandin E synthase,SINGLE PROTEIN,Target is a single protein chain,3968
Serine/threonine-protein kinase RIO3,SINGLE PROTEIN,Target is a single protein chain,3969
Kinetochore protein NDC80 homolog,SINGLE PROTEIN,Target is a single protein chain,3970
Exportin-1,SINGLE PROTEIN,Target is a single protein chain,3971
Serine/threonine-protein kinase DCLK1,SINGLE PROTEIN,Target is a single protein chain,4005
"Muscle, skeletal receptor tyrosine protein kinase",SINGLE PROTEIN,Target is a single protein chain,4006
Solute carrier family 22 member 1,SINGLE PROTEIN,Target is a single protein chain,4007
6-phospho-1-fructokinase,SINGLE PROTEIN,Target is a single protein chain,4008
Aspartate-semialdehyde dehydrogenase,SINGLE PROTEIN,Target is a single protein chain,4009
Orotidine 5'-phosphate decarboxylase,SINGLE PROTEIN,Target is a single protein chain,4010
Tryptophan 5-hydroxylase 1,SINGLE PROTEIN,Target is a single protein chain,4011
Cell division protein ftsZ,SINGLE PROTEIN,Target is a single protein chain,4012
Poly [ADP-ribose] polymerase 1,SINGLE PROTEIN,Target is a single protein chain,4013
Pituitary adenylate cyclase-activating polypeptide,SINGLE PROTEIN,Target is a single protein chain,4014
Beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,4015
DNA ligase 1,SINGLE PROTEIN,Target is a single protein chain,4016
Intestinal alkaline phosphatase,SINGLE PROTEIN,Target is a single protein chain,4017
Gamma-glutamyltranspeptidase 1,SINGLE PROTEIN,Target is a single protein chain,4018
Tumor necrosis factor ligand superfamily member 6,SINGLE PROTEIN,Target is a single protein chain,4070
Paxillin,SINGLE PROTEIN,Target is a single protein chain,4071
Nuclear receptor subfamily 2 group C member 2,SINGLE PROTEIN,Target is a single protein chain,4072
5-hydroxytryptamine receptor 1B,SINGLE PROTEIN,Target is a single protein chain,4073
Mitogen-activated protein kinase 8,SINGLE PROTEIN,Target is a single protein chain,4074
Cell division protein kinase 8,SINGLE PROTEIN,Target is a single protein chain,4075
P2Y purinoceptor 1,SINGLE PROTEIN,Target is a single protein chain,4076
GMP synthase [glutamine-hydrolyzing],SINGLE PROTEIN,Target is a single protein chain,4077
Ectonucleoside triphosphate diphosphohydrolase 1,SINGLE PROTEIN,Target is a single protein chain,4078
Arylamine N-acetyltransferase 1,SINGLE PROTEIN,Target is a single protein chain,4079
Arylamine N-acetyltransferase 2,SINGLE PROTEIN,Target is a single protein chain,4080
Fatty acid desaturase 1,SINGLE PROTEIN,Target is a single protein chain,4081
Elongation of very long chain fatty acids protein 6,SINGLE PROTEIN,Target is a single protein chain,4082
Fatty acid desaturase 1,SINGLE PROTEIN,Target is a single protein chain,4083
Cyclin-dependent kinase-like 2,SINGLE PROTEIN,Target is a single protein chain,4084
CREB-binding protein,SINGLE PROTEIN,Target is a single protein chain,4131
Canalicular multispecific organic anion transporter 1,SINGLE PROTEIN,Target is a single protein chain,4132
Mitogen-activated protein kinase kinase kinase kinase 1,SINGLE PROTEIN,Target is a single protein chain,4133
Histone acetyltransferase KAT5,SINGLE PROTEIN,Target is a single protein chain,4134
Beta-lactamase,SINGLE PROTEIN,Target is a single protein chain,4135
Acetylcholinesterase,SINGLE PROTEIN,Target is a single protein chain,4136
Uncharacterized aarF domain-containing protein kinase 4,SINGLE PROTEIN,Target is a single protein chain,4137
MAP/microtubule affinity-regulating kinase 4,SINGLE PROTEIN,Target is a single protein chain,4138
Adenylate cyclase,SINGLE PROTEIN,Target is a single protein chain,4139
D-amino-acid oxidase,SINGLE PROTEIN,Target is a single protein chain,4140
Amiloride-sensitive cation channel 3,SINGLE PROTEIN,Target is a single protein chain,4141
Focal adhesion kinase 1,SINGLE PROTEIN,Target is a single protein chain,4187
Monoglyceride lipase,SINGLE PROTEIN,Target is a single protein chain,4188
Elongation of very long chain fatty acids protein 3,SINGLE PROTEIN,Target is a single protein chain,4189
Mitogen-activated protein kinase kinase kinase 7,SINGLE PROTEIN,Target is a single protein chain,4190
Bcl-2-like protein 11,SINGLE PROTEIN,Target is a single protein chain,4191
Forkhead box protein O3,SINGLE PROTEIN,Target is a single protein chain,4192
Linker for activation of T-cells family member 1,SINGLE PROTEIN,Target is a single protein chain,4193
Sodium/nucleoside cotransporter 2,SINGLE PROTEIN,Target is a single protein chain,5121
5-hydroxytryptamine receptor 2A,SINGLE PROTEIN,Target is a single protein chain,4194
Type-2 restriction enzyme ScaI,SINGLE PROTEIN,Target is a single protein chain,4195
POSSIBLE FATTY-ACID-CoA SYNTHETASE FADD17 (FATTY-ACID-CoA SYNTHASE) (FATTY-ACID-CoA LIGASE),SINGLE PROTEIN,Target is a single protein chain,4196
NUAK family SNF1-like kinase 1,SINGLE PROTEIN,Target is a single protein chain,4197
